Aktar immed;Import Complete;;;;;;;;;;;;;;;;;;;
Tuccḍa deg ukter;Import error;;;;;;;;;;;;;;;;;;;
Kter yal taɣawsa.;Import Everything;;;;;;;;;;;;;;;;;;;
Kter si;Import From;;;;;;;;;;;;;;;;;;;
Kter tura;Import Now;;;;;;;;;;;;;;;;;;;
Kter iɣewwaṛen;Import options;;;;;;;;;;;;;;;;;;;
Kter tiwlafin;Import photos;;;;;;;;;;;;;;;;;;;
Kter ikalasen…;Import recording…;;;;;;;;;;;;;;;;;;;
Kter tuṭṭfa n ugdil;Import Snapshot;;;;;;;;;;;;;;;;;;;
Amarag n ukter;Import Wizard;;;;;;;;;;;;;;;;;;;
Aselkin yettwakter;Imported Certificate;;;;;;;;;;;;;;;;;;;
Tirawt yettwaketren;Imported Mail;;;;;;;;;;;;;;;;;;;
Taktert n ifuyla;Importing files;;;;;;;;;;;;;;;;;;;
Aktar n tuṭṭfiwin n ugdil…;Importing snapshot…;;;;;;;;;;;;;;;;;;;
Akter n tsuqqilin…;Importing translations…;;;;;;;;;;;;;;;;;;;
di <tt><b>%s</b></tt>;in <tt><b>%s</b></tt>;;;;;;;;;;;;;;;;;;;
Di Linux;In Linux;;;;;;;;;;;;;;;;;;;
Iteddu akka tura;In Process;;;;;;;;;;;;;;;;;;;
Iteddu;In progress;;;;;;;;;;;;;;;;;;;
Anazzal…;In progress…;;;;;;;;;;;;;;;;;;;
Deg isfuyla;In Windows;;;;;;;;;;;;;;;;;;;
Asesteb ur iwati ara;Inappropriate authentication;;;;;;;;;;;;;;;;;;;
Ameɣru ur nlaq ara;Inappropriate matching;;;;;;;;;;;;;;;;;;;
Seddu ikaramen inaddawen;Include sub-folders;;;;;;;;;;;;;;;;;;;
Seddu agzul;Include Summary;;;;;;;;;;;;;;;;;;;
Tuqqna tukcimt;Incoming Connection;;;;;;;;;;;;;;;;;;;
Tirawt tukcimt;Incoming Mail;;;;;;;;;;;;;;;;;;;
Aqeddac ukcim;Incoming server;;;;;;;;;;;;;;;;;;;
Tawila n unekcum;Incoming settings;;;;;;;;;;;;;;;;;;;
Tiwuriwin ur yemmiden ara;Incomplete Tasks;;;;;;;;;;;;;;;;;;;
Awal uffir mačči d ameɣtu;Incorrect password;;;;;;;;;;;;;;;;;;;
Tiririt n uqeddac mačči tameɣtut;Incorrect Response;;;;;;;;;;;;;;;;;;;
Rnu arigel;Increase Indent;;;;;;;;;;;;;;;;;;;
Rnu deg tfedsi;Increase opacity;;;;;;;;;;;;;;;;;;;
Sali ableɣ;Increase volume;;;;;;;;;;;;;;;;;;;
Amḥettit (GC) aseffansan;Incremental GC;;;;;;;;;;;;;;;;;;;
"Tidbarin yuẓan";indented lists.;;;;;;;;;;;;;;;;;;;
Asebtar n umatar;Index Page;;;;;;;;;;;;;;;;;;;
Indexed DB;Indexed DB;;;;;;;;;;;;;;;;;;;
Timerna n umatar n yeznan;Indexing messages;;;;;;;;;;;;;;;;;;;
Kref taplett;Inhibit applet;;;;;;;;;;;;;;;;;;;
Amenḍar amenzu;Initial delay;;;;;;;;;;;;;;;;;;;
Aḍris amezwaru;Initial Text;;;;;;;;;;;;;;;;;;;
Azal asentay;Initial Value;;;;;;;;;;;;;;;;;;;
Awennez n uwgelhen;Initializing encryption;;;;;;;;;;;;;;;;;;;
Awennez n usuddem;Initializing stream;;;;;;;;;;;;;;;;;;;
Ittwaṛcem di tazwara;Initially Checked;;;;;;;;;;;;;;;;;;;
Ittufren di tazwara;Initially Selected;;;;;;;;;;;;;;;;;;;
%S Inline;Inline %S;;;;;;;;;;;;;;;;;;;
Akatar deg uzirig;Inline frame;;;;;;;;;;;;;;;;;;;
Tissi deg izirig;Inline layer;;;;;;;;;;;;;;;;;;;
Askar d axel n izirig;Inline mode;;;;;;;;;;;;;;;;;;;
Aɣanib deg umnaḍ;Inline Style;;;;;;;;;;;;;;;;;;;
Asesteb adigan;Inner authentication;;;;;;;;;;;;;;;;;;;
HTML agensan;Inner HTML;;;;;;;;;;;;;;;;;;;
Timahilin n usnulfu;Innovative Features;;;;;;;;;;;;;;;;;;;
Ibenk n tuffɣa;Input device;;;;;;;;;;;;;;;;;;;
Ibenkan n n unekcum;Input Devices;;;;;;;;;;;;;;;;;;;
Aswir n unekcum;Input level;;;;;;;;;;;;;;;;;;;
Tarrayt n usekcem;Input Method;;;;;;;;;;;;;;;;;;;
Tarrayin n usekcem;Input Methods;;;;;;;;;;;;;;;;;;;
Tuqqna taraɣelsant;Insecure connection;;;;;;;;;;;;;;;;;;;
Ger asekkil;Insert Character;;;;;;;;;;;;;;;;;;;
Ger Azemz/Akud;Insert Date/Time;;;;;;;;;;;;;;;;;;;
Senni HTML;Insert HTML;;;;;;;;;;;;;;;;;;;
Ger tinfaliyin n tusnakt;Insert Math;;;;;;;;;;;;;;;;;;;
Ger tallunin;Insert spaces;;;;;;;;;;;;;;;;;;;
Senni tafelwit;Insert Table;;;;;;;;;;;;;;;;;;;
Ger aḍris…;Insert text…;;;;;;;;;;;;;;;;;;;
Aḍris yettwagren;Inserted text;;;;;;;;;;;;;;;;;;;
Sweḍ aferdis;Inspect Element;;;;;;;;;;;;;;;;;;;
Agalis n umaswaḍ;Inspector Panel;;;;;;;;;;;;;;;;;;;
Sebded $BrandShortName;Install $BrandShortName;;;;;;;;;;;;;;;;;;;
Sbedd %s;Install %s;;;;;;;;;;;;;;;;;;;
Sbadu izegrar imarnan;Install Add-ons;;;;;;;;;;;;;;;;;;;
Asebded ifsex;Install cancelled;;;;;;;;;;;;;;;;;;;
Azemz n usebded;Install Date;;;;;;;;;;;;;;;;;;;
Tucḍa deg usebded;Install Error;;;;;;;;;;;;;;;;;;;
Asebded ur iddi ara;Install Failed;;;;;;;;;;;;;;;;;;;
Sebded tura;Install Now;;;;;;;;;;;;;;;;;;;
Lqem yeţraǧu;Install Pending;;;;;;;;;;;;;;;;;;;
Sbedd azenziɣ;Install scheme;;;;;;;;;;;;;;;;;;;
Sebded lqem;Install update;;;;;;;;;;;;;;;;;;;
Sebded ileqman;Install Updates;;;;;;;;;;;;;;;;;;;
Asebded ur yedda ara;Installation Aborted;;;;;;;;;;;;;;;;;;;
Asebded immed;Installation Complete;;;;;;;;;;;;;;;;;;;
Amazray n usebded;Installation History;;;;;;;;;;;;;;;;;;;
Tiplitin yettusbedden;Installed applets;;;;;;;;;;;;;;;;;;;
Tidisklitin yettusbedden;Installed desklets;;;;;;;;;;;;;;;;;;;
Isɣezfen yettusbedden;Installed extensions;;;;;;;;;;;;;;;;;;;
Tutlayin ibedden;Installed languages;;;;;;;;;;;;;;;;;;;
Ibded di;Installed on;;;;;;;;;;;;;;;;;;;
Izegrar ibdedden;Installed plugins;;;;;;;;;;;;;;;;;;;
Isental ibedden;Installed themes;;;;;;;;;;;;;;;;;;;
Asebded n $BrandShortName…;Installing $BrandShortName…;;;;;;;;;;;;;;;;;;;
Asbeddi n %s;Installing %s;;;;;;;;;;;;;;;;;;;
Asebded n uzegrir;Installing Add-on;;;;;;;;;;;;;;;;;;;
Asbeddi n ileqman;Installing updates;;;;;;;;;;;;;;;;;;;
Asebdee n Widget#8230;Installing widget…;;;;;;;;;;;;;;;;;;;
Tabadut n tummant;Instance definition;;;;;;;;;;;;;;;;;;;
Izen askudan;Instant Message;;;;;;;;;;;;;;;;;;;
Anekcum ur iqudd ara;Insufficient access;;;;;;;;;;;;;;;;;;;
Txuṣ tkatut;Insufficient memory;;;;;;;;;;;;;;;;;;;
Aselken n timmad;Integrity check;;;;;;;;;;;;;;;;;;;
Tafelwit n usenqed n tɣawsiwin yelhan;Interest Dashboard;;;;;;;;;;;;;;;;;;;
Tuccḍa tadigant;Internal Error;;;;;;;;;;;;;;;;;;;
Aseɣwen agensan;Internal link;;;;;;;;;;;;;;;;;;;
AgensanUUID;Internal UUID;;;;;;;;;;;;;;;;;;;
Internet Explorer;Internet Explorer;;;;;;;;;;;;;;;;;;;
Tazmert n Internet;Internet Health;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen Intenet;Internet Options;;;;;;;;;;;;;;;;;;;
Tabaḍnit n Internet;Internet Privacy;;;;;;;;;;;;;;;;;;;
Tansa tarameɣtut;Invalid Address;;;;;;;;;;;;;;;;;;;
Yir tuddsa;Invalid combination;;;;;;;;;;;;;;;;;;;
Awal uffir neɣ aseqdac mačči d ameɣtu;Invalid credentials;;;;;;;;;;;;;;;;;;;
Taɣerwaḍt tarameɣtut;Invalid Destination;;;;;;;;;;;;;;;;;;;
Taɣerwaḍt d tarameɣtut.;Invalid destination.;;;;;;;;;;;;;;;;;;;
Isemli arameɣtu;Invalid document;;;;;;;;;;;;;;;;;;;
Imayl mačči d ameɣtu;Invalid email;;;;;;;;;;;;;;;;;;;
Aḍris d arameɣtu…;Invalid expression…;;;;;;;;;;;;;;;;;;;
Afaylu d armeɣtu;Invalid file;;;;;;;;;;;;;;;;;;;
amasal arameɣtu;Invalid Format;;;;;;;;;;;;;;;;;;;
Anekcam arameɣtu;Invalid input;;;;;;;;;;;;;;;;;;;
Imedlis n tezmilin mačči d ameɣtu;Invalid notebook;;;;;;;;;;;;;;;;;;;
Awal uffir mačči d ameɣtu.;Invalid password.;;;;;;;;;;;;;;;;;;;
Tangalt Pin d tarameɣtut;Invalid Pin;;;;;;;;;;;;;;;;;;;
Tanebdant Mačči d tameɣtut;Invalid stack;;;;;;;;;;;;;;;;;;;
Taseddast tarameɣtut;Invalid syntax;;;;;;;;;;;;;;;;;;;
URL mačči d tarameɣtut;Invalid URL;;;;;;;;;;;;;;;;;;;
Isem n useqdac d urameɣtu;Invalid username;;;;;;;;;;;;;;;;;;;
Idem n useqdec mačči d aleɣtu.;Invalid username.;;;;;;;;;;;;;;;;;;;
Azal arameɣtu;Invalid value;;;;;;;;;;;;;;;;;;;
Tti amizzwer;Inverse order;;;;;;;;;;;;;;;;;;;
Tti tajṛut n usekkil;Invert case;;;;;;;;;;;;;;;;;;;
Tti tafrayt;Invert Selection;;;;;;;;;;;;;;;;;;;
Initen yettin;Inverted Colors;;;;;;;;;;;;;;;;;;;
Tanecda %1$S;Invitation %1$S;;;;;;;;;;;;;;;;;;;
Tinnubga ur teddi ara;Invitation failed;;;;;;;;;;;;;;;;;;;
Tinnubgiwin %1$S;Invitations %1$S;;;;;;;;;;;;;;;;;;;
amp;Invite Attendees;;;;;;;;;;;;;;;;;;;
Ɛṛeḍ-d imttekkiyen…;Invite Attendees…;;;;;;;;;;;;;;;;;;;
Ɛṛeḍ-d imdukkal;Invite Friends;;;;;;;;;;;;;;;;;;;
yegber #1;involving #1;;;;;;;;;;;;;;;;;;;
Tili tadigant;Inward Shadow;;;;;;;;;;;;;;;;;;;
Iminig iOS;iOS Browser;;;;;;;;;;;;;;;;;;;
Tansa IP;IP address;;;;;;;;;;;;;;;;;;;
Tansa IPv4;IPv4 Address;;;;;;;;;;;;;;;;;;;
Tansa IPv6;IPv6 Address;;;;;;;;;;;;;;;;;;;
Ibuda IRC;IRC channels;;;;;;;;;;;;;;;;;;;
Meffer isem IRC;IRC Nick;;;;;;;;;;;;;;;;;;;
Amahal IRC;IRC Operator;;;;;;;;;;;;;;;;;;;
enld;is after;;;;;;;;;;;;;;;;;;;
d ilem;is empty;;;;;;;;;;;;;;;;;;;
mačči;is not;;;;;;;;;;;;;;;;;;;
netta kan;is only;;;;;;;;;;;;;;;;;;;
D anaflas;Is reliable;;;;;;;;;;;;;;;;;;;
Ayettaru…;is typing…;;;;;;;;;;;;;;;;;;;
mačči d ilem;isn't empty;;;;;;;;;;;;;;;;;;;
Yessuffeɣ-it-id;Issued By;;;;;;;;;;;;;;;;;;;
Ittusgel i;Issued To;;;;;;;;;;;;;;;;;;;
Aḍris yeknan;Italic text;;;;;;;;;;;;;;;;;;;
Asulay Jaber;Jabber ID;;;;;;;;;;;;;;;;;;;
Jan Mayen;Jan Mayen;;;;;;;;;;;;;;;;;;;
Tajapunit (EUC-JP);Japanese (EUC-JP);;;;;;;;;;;;;;;;;;;
Tajapunit (ISO-2022-JP);Japanese (ISO-2022-JP);;;;;;;;;;;;;;;;;;;
Tajapunit (ShiftJIS);Japanese (ShiftJIS);;;;;;;;;;;;;;;;;;;
Tigzirt Jarvis;Jarvis Island;;;;;;;;;;;;;;;;;;;
Tapliḍt Java;Java applet;;;;;;;;;;;;;;;;;;;
Tamseɣtayt n JavaScript;JavaScript Debugger;;;;;;;;;;;;;;;;;;;
Tidyanin JavaScript;JavaScript Events;;;;;;;;;;;;;;;;;;;
URI n JavaScript;JavaScript URI;;;;;;;;;;;;;;;;;;;
Isefrar JIT;JIT Optimizations;;;;;;;;;;;;;;;;;;;
Tanzagt Jitter-buffe;Jitter-buffer delay;;;;;;;;;;;;;;;;;;;
Azwel n umahil;Job Title;;;;;;;;;;;;;;;;;;;
Tigzirt n Jhonston;Johnston Atoll;;;;;;;;;;;;;;;;;;;
Ddu ɣer udiwenni s srid;Join chat;;;;;;;;;;;;;;;;;;;
Ddu ɣer udiwenni s srid...;Join Chat…;;;;;;;;;;;;;;;;;;;
Ddu ɣer Evernote;Join Evernote;;;;;;;;;;;;;;;;;;;
Seddu imedlis;Join Notebook;;;;;;;;;;;;;;;;;;;
Ddu-d tura;Join Now;;;;;;;;;;;;;;;;;;;
Ddu-d ɣur-neɣ;Join us;;;;;;;;;;;;;;;;;;;
IMEDLISEN YETTWAKECMEN;JOINED NOTEBOOKS;;;;;;;;;;;;;;;;;;;
Ifuyla JSON;JSON Files;;;;;;;;;;;;;;;;;;;
Nṭew da;Jump here;;;;;;;;;;;;;;;;;;;
Afmiḍi n ispamen;Junk Percent;;;;;;;;;;;;;;;;;;;
aktazal n uspam;junk score;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen n uspam;Junk Settings;;;;;;;;;;;;;;;;;;;
Addad n uspam;Junk Status;;;;;;;;;;;;;;;;;;;
Ffeɣ kan;Just Disconnect;;;;;;;;;;;;;;;;;;;
Tura kan;just now;;;;;;;;;;;;;;;;;;;
Yiwet n tikelt kan;Just once;;;;;;;;;;;;;;;;;;;
Eǧǧ azegrir;Keep Addon;;;;;;;;;;;;;;;;;;;
Eǧǧ yeqɛed;Keep Aligned;;;;;;;;;;;;;;;;;;;
Ḥrez abeddel;Keep Changes;;;;;;;;;;;;;;;;;;;
Eǧǧ-it yermed;Keep enabled;;;;;;;;;;;;;;;;;;;
Kemmel akken d-uɣeḍ abrid;Keep going;;;;;;;;;;;;;;;;;;;
Eǧǧ yebded;Keep Installed;;;;;;;;;;;;;;;;;;;
Eǧǧ-itent d tibaḍniyin;Keep Private;;;;;;;;;;;;;;;;;;;
Ḥrez arma;Keep until;;;;;;;;;;;;;;;;;;;
Kerberos (GSSAPI);Kerberos (GSSAPI);;;;;;;;;;;;;;;;;;;
Aleqqem n yiɣes;Kernel update;;;;;;;;;;;;;;;;;;;
Amtawa n tsarutt;Key Agreement;;;;;;;;;;;;;;;;;;;
Tanigawt n tsaruţ;Key Compromise;;;;;;;;;;;;;;;;;;;
Awgelhen n tsaruţ;Key Encipherment;;;;;;;;;;;;;;;;;;;
Asulay n tsaruţ;Key ID;;;;;;;;;;;;;;;;;;;
Abrid n tefrayt;Key Path;;;;;;;;;;;;;;;;;;;
Tulsin n tqeffalt;Key repeat;;;;;;;;;;;;;;;;;;;
Asifew amendeffir n wegdil;Keyboard backlight;;;;;;;;;;;;;;;;;;;
Asemwati n tqeffalin;Keyboard bindings;;;;;;;;;;;;;;;;;;;
anasiw yermed;keyboard enabled;;;;;;;;;;;;;;;;;;;
Inamalen unasiw;Keyboard indicators;;;;;;;;;;;;;;;;;;;
Timersa n unasiw;Keyboard layout;;;;;;;;;;;;;;;;;;;
Adig n unasiw;Keyboard position;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen n unasiw;Keyboard Settings;;;;;;;;;;;;;;;;;;;
Tiddi n unasiw;Keyboard size;;;;;;;;;;;;;;;;;;;
Imazrudlifen s wawalen n tsura;Keyed Histograms;;;;;;;;;;;;;;;;;;;
Afesnan tasarutt;Keyed Scalars;;;;;;;;;;;;;;;;;;;
@Keyframes %S;Keyframes %S;;;;;;;;;;;;;;;;;;;
Kingman Reef;Kingman Reef;;;;;;;;;;;;;;;;;;;
Kuriya n ugafa;Korea, North;;;;;;;;;;;;;;;;;;;
Kuriya n uwezlu;Korea, South;;;;;;;;;;;;;;;;;;;
Takurit (EUC-KR);Korean (EUC-KR);;;;;;;;;;;;;;;;;;;
Label by;Label by;;;;;;;;;;;;;;;;;;;
"Timeẓliyin n tebzimt";Label Properties;;;;;;;;;;;;;;;;;;;
Tngalt n tutlayt;Language code;;;;;;;;;;;;;;;;;;;
Afran n tutlayt;Language selection;;;;;;;;;;;;;;;;;;;
Tiddin n tutlayin;Language support;;;;;;;;;;;;;;;;;;;
Tarbaɛt n tutlayt;Language team;;;;;;;;;;;;;;;;;;;
Tabaṭrit n uselkim ufus;Laptop battery;;;;;;;;;;;;;;;;;;;
Aḍris ahrawan;Large text;;;;;;;;;;;;;;;;;;;
Semɣeṛ teɣzi n tsefsit;Larger Font;;;;;;;;;;;;;;;;;;;
Simɣer aḍris;Larger Text;;;;;;;;;;;;;;;;;;;
Armud aneggaru;Last activity;;;;;;;;;;;;;;;;;;;
Abeddel aneggaru;Last changed;;;;;;;;;;;;;;;;;;;
Ass aneggaru;Last day;;;;;;;;;;;;;;;;;;;
Tirza taneggaru;Last Fetched;;;;;;;;;;;;;;;;;;;
Asrag aneggaru;Last Hour;;;;;;;;;;;;;;;;;;;
Taktert taneggarut;Last imported;;;;;;;;;;;;;;;;;;;
Aferdis aneggaru;Last item;;;;;;;;;;;;;;;;;;;
Aggur yezrin;Last Month;;;;;;;;;;;;;;;;;;;
Asebtar aneggaru;Last Page;;;;;;;;;;;;;;;;;;;
Aleqqem aneggaru;Last Updated;;;;;;;;;;;;;;;;;;;
Aseqdec angaru;Last used;;;;;;;;;;;;;;;;;;;
Dduṛt yezrin;Last Week;;;;;;;;;;;;;;;;;;;
Aseggass yezrin;Last Year;;;;;;;;;;;;;;;;;;;
Aneggaru, amezwaru;Last, First;;;;;;;;;;;;;;;;;;;
Ini aneggaru i d-yettwadmen;Last-picked color;;;;;;;;;;;;;;;;;;;
Tira tineggura;Late Writes;;;;;;;;;;;;;;;;;;;
lqem aneggaru;latest version;;;;;;;;;;;;;;;;;;;
Sekker %s;Launch %s;;;;;;;;;;;;;;;;;;;
Sekker akken yebɣu yili;Launch Anyway;;;;;;;;;;;;;;;;;;;
Senker asnas;Launch application;;;;;;;;;;;;;;;;;;;
Sekker taselkimt;Launch calculator;;;;;;;;;;;;;;;;;;;
Senker Evernote;Launch Evernote;;;;;;;;;;;;;;;;;;;
Serreḥ i umeɣri;Launch player;;;;;;;;;;;;;;;;;;;
Sineḍ kra n yixef;Launch terminal;;;;;;;;;;;;;;;;;;;
Asemwwiwel n usekker;Launcher animation;;;;;;;;;;;;;;;;;;;
Imsekker n yesnasen;Launcher desklet;;;;;;;;;;;;;;;;;;;
Akala n tnekra;Launcher Process;;;;;;;;;;;;;;;;;;;
Amseγti n tneγruft;Layout Debugger;;;;;;;;;;;;;;;;;;;
Akaram LDAP…;LDAP Directory…;;;;;;;;;;;;;;;;;;;
"Aẓeṭṭa n iqeṛṛa";Leadership Network;;;;;;;;;;;;;;;;;;;
Lmed amek;Learn how;;;;;;;;;;;;;;;;;;;
Issin ugar;Learn more;;;;;;;;;;;;;;;;;;;
Issin ugar.;Learn more.;;;;;;;;;;;;;;;;;;;
Issin ugar…;Learn More…;;;;;;;;;;;;;;;;;;;
Ffeɣ seg ugdil aččuran;Leave Fullscreen;;;;;;;;;;;;;;;;;;;
Eǧǧ-it;Leave it;;;;;;;;;;;;;;;;;;;
Eǧǧ din;Leave on;;;;;;;;;;;;;;;;;;;
Ffeɣ seg usebter;Leave Page;;;;;;;;;;;;;;;;;;;
Eǧǧ Cinnamon;Leaving Cinnamon;;;;;;;;;;;;;;;;;;;
"Aẓelmaḍ";Left Arrow;;;;;;;;;;;;;;;;;;;
Aḍaṛ azelmaḍ;Left footer;;;;;;;;;;;;;;;;;;;
Azgen azelmaḍ;Left half;;;;;;;;;;;;;;;;;;;
"Aqaṛṛu aẓelmaḍ";Left header;;;;;;;;;;;;;;;;;;;
Azebg azelmaḍ;Left Ring;;;;;;;;;;;;;;;;;;;
Touchstrip azelmaḍ;Left Touchstrip;;;;;;;;;;;;;;;;;;;
Reyyec asebter s azelmaḍ;Left-align Viewport;;;;;;;;;;;;;;;;;;;
Taɣda i wid iseqdacen afus azelmaḍ;Left-Handed Orientation;;;;;;;;;;;;;;;;;;;
"Taɣda seg uyeffus s aẓelmaḍ";Left-to-right direction;;;;;;;;;;;;;;;;;;;
Iseɣzaf iqburen;Legacy Extensions;;;;;;;;;;;;;;;;;;;
Alɣu ɣef usaḍuf;Legal Notices;;;;;;;;;;;;;;;;;;;
Askar n tlintit;Lens mode;;;;;;;;;;;;;;;;;;;
Talɣa n tlintit;Lens shape;;;;;;;;;;;;;;;;;;;
Drus n isalen;Less Information;;;;;;;;;;;;;;;;;;;
Bdu!;Let’s go!;;;;;;;;;;;;;;;;;;;
Aswir 1;Level 1;;;;;;;;;;;;;;;;;;;
Aswir 2;Level 2;;;;;;;;;;;;;;;;;;;
Aswir 3;Level 3;;;;;;;;;;;;;;;;;;;
Aswir 4;Level 4;;;;;;;;;;;;;;;;;;;
Aswir 5;Level 5;;;;;;;;;;;;;;;;;;;
Aswir 6;Level 6;;;;;;;;;;;;;;;;;;;
Ileqman n temkarḍiyin;Library Versions;;;;;;;;;;;;;;;;;;;
Amtawa n turagt;License Agreement;;;;;;;;;;;;;;;;;;;
Turagt tettwasexsi.;License deactivated.;;;;;;;;;;;;;;;;;;;
Talɣut ɣef turagt;License information;;;;;;;;;;;;;;;;;;;
Talɣut n turagt;Licensing Information;;;;;;;;;;;;;;;;;;;
Err talast i;Limit to;;;;;;;;;;;;;;;;;;;
Isefka s talast;Limited data;;;;;;;;;;;;;;;;;;;
Izireg %S;Line %S;;;;;;;;;;;;;;;;;;;
Izirig {{line}};Line {{line}};;;;;;;;;;;;;;;;;;;
Izirig ur yestufa ara;Line busy;;;;;;;;;;;;;;;;;;;
"Taẓrigt n izirig";Line Ending;;;;;;;;;;;;;;;;;;;
Tagarra n ujerriḍ;Line endings;;;;;;;;;;;;;;;;;;;
Teɣzi n izirig;Line Height;;;;;;;;;;;;;;;;;;;
Uḍḍunen n izirigen;Line numbers;;;;;;;;;;;;;;;;;;;
Tuɣalin ɣer ujerriḍ;Line wrap;;;;;;;;;;;;;;;;;;;
Taskala timzirigt;Linear scale;;;;;;;;;;;;;;;;;;;
"aseɣwen (yerreẓ)";link (broken);;;;;;;;;;;;;;;;;;;
Ini n isɣewnen;Link color;;;;;;;;;;;;;;;;;;;
Initen n iseɣwan;Link Colors;;;;;;;;;;;;;;;;;;;
Aseɣwen yettusirew;Link generated;;;;;;;;;;;;;;;;;;;
Snulfu-d aseɣwen dagi;Link Here;;;;;;;;;;;;;;;;;;;
Tugna n useqwen;Link Image;;;;;;;;;;;;;;;;;;;
Adig n useɣwen;Link Location;;;;;;;;;;;;;;;;;;;
Isem n useɣwen;Link name;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen n useɣwen;Link Options;;;;;;;;;;;;;;;;;;;
"Timeẓliyin n useɣwen";Link Properties;;;;;;;;;;;;;;;;;;;
Arured n tuqqna;Link speed;;;;;;;;;;;;;;;;;;;
Anican n useɣwen;Link target;;;;;;;;;;;;;;;;;;;
Aḍris n useɣwen;Link Text;;;;;;;;;;;;;;;;;;;
asesteb LinkedIn;LinkedIn Auth;;;;;;;;;;;;;;;;;;;
Tuqqna tadigant kan;Link-local only;;;;;;;;;;;;;;;;;;;
Linux Kernel;Linux Kernel;;;;;;;;;;;;;;;;;;;
Iɣsan n Linux;Linux kernels;;;;;;;;;;;;;;;;;;;
Linux Mint;Linux Mint;;;;;;;;;;;;;;;;;;;
Ijga n tebdart;List Columns;;;;;;;;;;;;;;;;;;;
Aglam n tebdart;List description;;;;;;;;;;;;;;;;;;;
Bedr-d tabdert;List enumerate;;;;;;;;;;;;;;;;;;;
Aferdis n tebdart;list item;;;;;;;;;;;;;;;;;;;
Tabdart s tlilac;List itemize;;;;;;;;;;;;;;;;;;;
Iferdisen n tebdart;List items;;;;;;;;;;;;;;;;;;;
Isem n tebdart;List Name;;;;;;;;;;;;;;;;;;;
Meferisem n tebdart;List Nickname;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen n tabdart;List options;;;;;;;;;;;;;;;;;;;
Timezliyin n tebdart;List Properties;;;;;;;;;;;;;;;;;;;
"Timeẓliyin n tebdart…";List Properties…;;;;;;;;;;;;;;;;;;;
Ifecka n tebdart;List tools;;;;;;;;;;;;;;;;;;;
Anaw n tebdart;List Type;;;;;;;;;;;;;;;;;;;
Tamuɣli s tebdart;List View;;;;;;;;;;;;;;;;;;;
Sebder ileqman;Listing updates;;;;;;;;;;;;;;;;;;;
Asekker live;Live Boot;;;;;;;;;;;;;;;;;;;
Ɛebbi ixfawen...;Load Chapters...;;;;;;;;;;;;;;;;;;;
Sali tugniwin;Load Images;;;;;;;;;;;;;;;;;;;
Sali-d ugar…;Load more…;;;;;;;;;;;;;;;;;;;
Yuli akken iwata;Loaded successfully;;;;;;;;;;;;;;;;;;;
"""Aɛebbi n """"%s""""""";"""Loading """"%s""""""";;;;;;;;;;;;;;;;;;;
Aɛebbi n %s;Loading %s;;;;;;;;;;;;;;;;;;;
Asali n inermisen…;Loading Contacts…;;;;;;;;;;;;;;;;;;;
Asali n ugbur…;Loading content…;;;;;;;;;;;;;;;;;;;
Aɛebbi n tugniwin;Loading images;;;;;;;;;;;;;;;;;;;
Asali n yizen…;Loading Message…;;;;;;;;;;;;;;;;;;;
Asali n tezmilt…;Loading note…;;;;;;;;;;;;;;;;;;;
Asali n imedlisen...;Loading notebooks...;;;;;;;;;;;;;;;;;;;
asali yeḥbes;loading stopped;;;;;;;;;;;;;;;;;;;
Asali n tebzimin...;Loading tags...;;;;;;;;;;;;;;;;;;;
Asali n tneɣrufin…;Loading templates…;;;;;;;;;;;;;;;;;;;
Adigan (SQLite);Local (SQLite);;;;;;;;;;;;;;;;;;;
Tabzimt tadigant;Local Alias;;;;;;;;;;;;;;;;;;;
Amzazwar adigan;Local Candidate;;;;;;;;;;;;;;;;;;;
Timɣiwanin tidiganin;Local communities;;;;;;;;;;;;;;;;;;;
Atteki adigan;Local Contribution;;;;;;;;;;;;;;;;;;;
Akaram adigan;Local Directory;;;;;;;;;;;;;;;;;;;
afaylu adigan;local file;;;;;;;;;;;;;;;;;;;
Ikaramen idiganen;Local Folders;;;;;;;;;;;;;;;;;;;
Tawennaṭ tadigant;Local Runtime;;;;;;;;;;;;;;;;;;;
SDP adigan;Local SDP;;;;;;;;;;;;;;;;;;;
Aklas adigan;Local Storage;;;;;;;;;;;;;;;;;;;
Akud adigan;Local Time;;;;;;;;;;;;;;;;;;;
Asun %s;Location %s;;;;;;;;;;;;;;;;;;;
Yettwakkes urmad n usideg;Location disabled;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen n usideg;Location settings;;;;;;;;;;;;;;;;;;;
Sekkeṛ ableɣ;Lock Drive;;;;;;;;;;;;;;;;;;;
Sewḥel tura kan;Lock immediately;;;;;;;;;;;;;;;;;;;
Isekkeṛ ugdil;Lock screen;;;;;;;;;;;;;;;;;;;
Iɣewwaṛen n usewḥel;Lock settings;;;;;;;;;;;;;;;;;;;
Afaylu n uɣmis;Log file;;;;;;;;;;;;;;;;;;;
Bru i tuqqna;Log Out...;;;;;;;;;;;;;;;;;;;
